	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
21671	0	0	1	0	1	0	0	0	0	0	6	4	провиниваться	2	VERB
21672	1	0	1	0	0	0	0	0	0	0	25	23	провалить	2	VERB
21673	1	1	0	0	0	0	0	0	0	0	1024	1022	отставка	2	NOUN
21674	0	1	0	0	0	0	0	0	0	0	60	59	треск	1	NOUN
21675	1	0	0	0	0	0	0	0	0	0	8	7	культиватор	1	NOUN
21676	0	0	1	0	0	0	0	0	0	0	4	3	долбанутый	1	ADJ
21677	0	0	0	0	0	0	0	1	0	0	3	2	импортозамещать	1	VERB
21678	0	0	1	0	0	0	0	0	0	0	1	0	вибть	1	VERB
21679	0	0	2	0	0	0	0	0	4	4	52	42	жаждать	10	VERB
21680	0	0	0	0	0	0	0	1	0	0	5	4	столкнаться	1	VERB
21681	0	0	0	0	1	0	0	0	0	0	9	8	офигеть	1	VERB
21682	0	0	0	0	1	0	0	0	0	0	51	50	зять	1	VERB
21683	0	0	1	0	0	0	0	0	0	0	7	6	завтра.	1	NOUN
21684	1	0	1	0	0	0	0	0	0	0	203	201	представительство	2	NOUN
21685	0	0	1	0	0	0	0	0	0	0	2	1	Кндранцузский	1	ADJ
21686	0	0	1	0	0	0	0	0	0	0	1	0	возникалотец	1	NOUN
21687	0	0	2	0	0	0	0	1	0	0	59	56	выгодно	3	ADV
21688	0	0	3	0	0	0	0	0	0	0	310	307	классический	3	ADJ
21689	0	0	0	0	0	0	0	1	0	0	1	0	роздать	1	VERB
21690	0	0	2	0	0	0	0	0	0	0	218	216	станок	2	NOUN
21691	0	0	1	0	0	0	0	0	0	0	8	7	продавлять	1	VERB
21692	0	0	0	0	0	0	0	0	0	1	8	7	добаваться	1	VERB
21693	0	0	1	0	0	0	0	0	0	0	1	0	прогадаешь.	1	NOUN
21694	0	0	1	0	0	0	0	0	0	0	1	0	доступенный	1	ADJ
21695	0	0	1	0	0	0	0	0	0	0	1196	1195	август	1	PROPN
21696	0	0	1	0	0	0	0	0	0	0	42	41	минобрнауки	1	PROPN
21697	0	0	0	0	0	0	0	0	0	1	2	1	Пострадаять	1	VERB
21698	0	1	0	0	1	0	0	2	0	0	48	44	ложить	4	VERB
21699	1	0	0	0	1	0	0	0	0	0	7	5	уделать	2	VERB
21700	0	1	0	0	0	0	0	0	0	0	7	6	цветать	1	VERB
21701	0	0	1	0	0	0	0	0	0	0	1	0	стёрмно	1	ADV
21702	0	0	1	0	0	0	0	0	0	0	100	99	ваша	1	NOUN
21703	0	0	3	0	0	0	0	1	0	0	92	88	напрочь	4	ADV
21704	0	0	1	0	0	0	0	0	0	0	1	0	дурачоколо	1	ADP
21705	0	0	0	0	0	0	0	0	0	1	9	8	зревать	1	VERB
21706	0	0	1	0	0	0	0	0	0	0	7	6	анон	1	NOUN
21707	0	0	1	0	0	0	0	0	0	0	56	55	королевство	1	NOUN
21708	0	0	1	0	0	0	0	0	0	0	50	49	исполнительной	1	ADJ
21709	0	0	0	0	0	0	0	1	0	0	27	26	правдиво	1	ADV
21710	0	0	1	0	0	0	0	1	0	0	32	30	блокиревать	2	VERB
21711	0	1	1	0	0	0	0	0	0	0	1	-1	Металлики4	2	NUM
21712	0	0	1	0	0	0	0	0	0	0	2	1	Нвобх	1	NOUN
21713	0	1	0	0	0	0	0	0	0	0	1	0	трэша5	1	NUM
21714	0	0	1	0	0	0	0	0	0	0	1	0	поймуто	1	PRON
21715	0	0	1	0	0	0	0	0	0	0	1	0	НВОБХМ8	1	NUM
21716	0	0	0	0	0	0	0	1	0	0	3	2	чистенько	1	ADV
21717	0	0	0	0	0	0	0	1	0	0	1	0	начиеаться	1	VERB
21718	0	0	1	0	0	0	0	0	0	0	1	0	Venom20	1	NUM
21719	0	0	1	0	0	0	0	0	0	0	4	3	Venom	1	PROPN
21720	0	0	1	0	0	0	0	0	0	0	1	0	нВОБХМ22	1	PROPN
21721	0	0	1	0	0	0	0	0	0	0	5	4	Нвобхй	1	ADJ
21722	0	0	1	0	0	0	0	0	0	0	1	0	метал.39	1	NUM
21723	1	0	1	0	0	0	0	0	0	0	2	0	Вен	2	PROPN
21724	0	0	1	0	0	0	0	0	0	0	2	1	оставляй	1	ADV
21725	0	0	1	0	0	0	0	0	0	0	1	0	NWOBHM..54	1	NUM
21726	0	0	1	0	0	0	0	0	0	0	1	0	нашлотец	1	NOUN
21727	0	0	0	0	0	0	0	1	0	0	2	1	фить	1	VERB
21728	0	0	0	0	0	0	1	0	0	0	283	282	масштабный	1	ADJ
21729	0	0	2	0	0	0	0	0	0	0	288	286	затрата	2	NOUN
21730	0	0	1	0	0	0	0	0	0	0	117	116	сирийский	1	ADJ
21731	0	1	0	0	0	0	0	0	0	0	1	0	Промучиться	1	VERB
21732	0	0	1	0	0	0	0	0	0	0	1	0	ладна=партия	1	NOUN
21733	0	0	0	0	1	0	0	1	0	0	6	4	побеживать	2	VERB
21734	0	0	1	0	0	0	0	0	0	0	1	0	СУЩЕСТВУЕТВстреч	1	PROPN
21735	0	0	1	0	0	0	0	0	0	0	1	0	папкина	1	NOUN
21736	0	0	1	0	0	0	0	5	0	3	40	31	переселять	9	VERB
21737	0	0	0	0	0	0	0	1	0	0	6	5	Предоставлять	1	VERB
21738	1	0	1	0	0	0	0	0	0	1	10	7	переменяться	3	VERB
21739	0	0	1	0	0	0	0	0	0	0	1	0	-уверять	1	VERB
21740	0	0	0	0	0	0	0	0	0	1	3	2	выгрызать	1	VERB
21741	0	0	1	0	0	0	0	0	0	0	4	3	лигитимный	1	ADJ
21742	0	0	1	0	0	0	0	0	0	0	1	0	бореаться	1	VERB
21743	0	0	1	0	0	0	0	0	0	0	1	0	замечаетвать	1	VERB
21744	0	0	1	0	0	0	0	0	0	0	2	1	иерархичный	1	ADJ
21745	1	1	6	0	0	0	0	0	0	0	2674	2666	орган	8	NOUN
21746	0	0	1	0	0	0	0	0	0	0	1	0	нигкогда	1	ADV
21747	0	0	0	0	1	0	0	1	0	0	24	22	нашумевать	2	VERB
21748	0	0	0	0	0	0	0	1	0	0	3	2	отругавать	1	VERB
21749	0	0	0	0	0	0	0	2	0	0	11	9	доставивать	2	VERB
21750	0	0	0	0	0	0	0	1	0	0	1	0	ветовать	1	VERB
21751	0	0	1	0	0	0	0	0	0	0	1	0	кактито	1	PRON
21752	0	0	2	0	0	0	0	0	0	0	31	29	едросовец	2	NOUN
21753	0	0	1	0	0	0	0	0	0	0	35	34	мурманск	1	NOUN
21754	0	0	1	0	0	0	0	0	0	0	1	0	земляковек	1	NOUN
21755	0	0	2	0	0	0	0	0	0	0	13	11	судь	2	NOUN
21756	0	0	1	0	0	0	0	0	0	0	11	10	лушать	1	VERB
21757	0	0	1	0	0	0	0	0	0	0	15	14	патриото	1	NOUN
21758	0	0	1	0	0	0	0	0	0	0	1	0	пролетариатой	1	ADJ
21759	0	0	0	0	1	0	0	0	0	0	6	5	позорть	1	VERB
21760	0	1	0	0	0	0	0	0	0	0	12	11	ший	1	ADJ
21761	0	2	0	0	0	0	0	0	0	0	7	5	относаться	2	VERB
21762	1	0	1	0	0	0	0	0	0	0	157	155	личной	2	ADJ
21763	0	0	1	0	0	0	0	0	0	0	1	0	косниться	1	VERB
21764	0	0	1	0	0	0	0	0	0	0	28	27	Пживадратный	1	ADJ
21765	0	0	1	0	0	0	0	1	0	0	36	34	Никогда	2	ADV
21766	0	0	0	0	0	0	0	1	0	0	3	2	Поднять	1	VERB
21767	0	0	1	0	0	0	0	1	0	2	19	15	пекуться	4	VERB
21768	0	0	1	0	0	0	0	0	0	0	142	141	дьявол	1	NOUN
21769	0	0	1	0	0	0	0	0	0	0	1	0	ВЕДдай	1	PROPN
21770	0	0	1	0	0	0	0	0	0	0	6	5	беззубой	1	ADJ
21771	0	0	0	0	0	0	0	2	0	0	3	1	по-лёгкому	2	ADV
21772	0	1	1	0	0	0	0	0	0	0	2	0	сжаливаться	2	VERB
21773	0	1	0	0	0	0	0	0	0	0	2	1	Рфпвать	1	VERB
21774	0	1	0	0	0	0	0	0	0	0	2	1	заподть	1	VERB
21775	0	1	2	0	0	0	0	0	0	0	256	253	ка	3	PART
21776	0	1	0	0	0	0	0	1	0	0	12	10	попрослять	2	VERB
21777	0	0	0	0	0	0	0	2	0	0	2	0	склониваться	2	VERB
21778	1	0	1	0	0	0	0	0	0	0	573	571	прогноз	2	NOUN
21779	0	0	1	0	0	0	0	0	0	0	1	0	моуться	1	VERB
21780	0	0	2	0	0	0	0	0	0	0	404	402	моральный	2	ADJ
21781	0	0	1	0	0	0	0	0	0	0	1	0	простоито	1	PRON
21782	0	0	1	0	0	0	0	0	0	0	3	2	войськ	1	NOUN
21783	0	0	0	0	0	0	0	0	0	1	6	5	обеспокоать	1	VERB
21784	0	0	1	0	0	0	0	0	0	0	31	30	чеченца	1	NOUN
21785	1	0	0	0	0	0	0	0	0	0	10	9	надеться	1	VERB
21786	0	0	1	0	0	0	0	0	0	0	1	0	видите-а	1	NOUN
21787	0	0	2	0	0	0	0	0	0	0	6	4	Болеко	2	ADV
21788	0	0	1	0	0	0	0	0	0	0	95	94	отопление	1	NOUN
21789	0	0	1	0	0	0	0	0	0	0	13	12	люб	1	NOUN
21790	0	0	1	0	0	0	0	0	0	0	2	1	поднимали.	1	NOUN
21791	0	0	1	0	0	0	0	0	0	0	2	1	Кощий	1	ADJ
21792	0	0	2	0	0	0	0	2	0	0	37	33	Жалко	4	ADV
21793	0	0	1	0	0	0	0	0	0	0	2	1	кому(	1	PUNCT
21794	0	0	1	0	0	0	0	0	0	0	98	97	лоббист	1	NOUN
21795	0	0	1	0	0	0	0	2	0	0	4	1	зачморять	3	VERB
21796	0	0	4	0	0	0	0	0	0	0	592	588	сценарий	4	NOUN
21797	0	0	1	0	0	0	0	0	0	0	1	0	НОД-я	1	VERB
21798	0	0	0	0	0	0	0	1	0	0	1	0	конституциюЗачто	1	PRON
21799	0	0	1	0	0	0	0	0	0	0	65	64	роста	1	PROPN
21800	0	0	0	0	0	0	0	1	0	0	2	1	малыать	1	VERB
21801	0	0	0	0	0	0	0	1	0	0	3	2	улекаться	1	VERB
21802	0	0	1	0	0	0	0	0	0	0	3	2	рожениец	1	NOUN
21803	0	0	0	0	0	0	2	0	0	0	12	10	отжатый	2	ADJ
21804	0	0	0	0	0	0	0	1	0	0	11	10	По	1	PRON
21805	0	0	1	0	0	0	0	0	0	0	1	0	набьать	1	VERB
21806	2	0	3	0	0	0	0	0	0	0	5	0	продешевлять	5	VERB
21807	0	0	1	0	0	0	0	0	0	0	9	8	слыша	1	NOUN
21808	0	0	1	0	0	0	0	0	0	0	1	0	пуганный	1	ADJ
21809	1	0	0	0	0	0	0	0	0	0	3	2	дорисовывать	1	VERB
21810	1	0	0	0	0	0	0	0	0	0	1	0	Разъяснить	1	VERB
21811	0	1	0	0	0	0	0	1	0	0	7	5	оговорять	2	VERB
21812	0	0	1	0	0	0	0	0	0	0	1	0	Едросовска	1	NOUN
21813	0	0	1	0	0	0	0	0	0	0	8	7	приближять	1	VERB
21814	0	0	0	0	1	0	0	0	0	0	1	0	Ширшину	1	ADV
21815	0	0	0	0	0	0	0	1	0	0	25	24	запрещавать	1	VERB
21816	0	0	0	0	0	0	0	1	0	1	23	21	зарабатывавать	2	VERB
21817	0	0	0	0	1	0	0	0	0	0	3	2	)Далее	1	ADV
21818	0	0	0	0	0	0	0	1	0	0	3	2	пролитывать	1	VERB
21819	0	0	0	0	0	0	0	0	0	1	1	0	мыреально	1	ADV
21820	0	0	1	0	0	0	0	0	0	0	2	1	шифруть	1	VERB
21821	0	0	1	0	0	0	0	0	0	0	803	802	олег	1	PROPN
21822	0	0	0	0	0	0	0	0	0	1	3	2	проедавать	1	VERB
21823	0	0	0	0	0	0	0	0	0	1	9	8	альтернативно	1	ADV
21824	0	0	1	0	0	0	0	0	0	0	11	10	полицае	1	NOUN
21825	0	0	1	0	0	0	0	0	0	0	10	9	три-четыре	1	NUM
21826	0	0	1	0	0	0	0	0	0	0	599	598	отдел	1	NOUN
21827	0	0	0	0	0	0	1	0	0	0	13	12	заваруха	1	NOUN
21828	0	0	1	0	0	0	0	0	0	0	5	4	Равно	1	ADV
21829	0	0	0	0	0	0	0	1	0	0	3	2	окаять	1	VERB
21830	1	0	0	0	0	0	0	0	0	0	3	2	уместать	1	VERB
21831	0	0	1	0	0	0	0	0	0	0	1	0	расцветбыть	1	VERB
21832	0	0	1	0	0	0	0	0	0	0	2	1	рекламирование	1	NOUN
21833	0	0	0	0	0	0	0	1	0	0	1	0	вымыслять	1	VERB
21834	0	0	0	0	0	0	0	2	0	0	5	3	Терпать	2	VERB
21835	0	0	1	0	0	0	0	0	0	0	15	14	тирание	1	NOUN
21836	0	0	1	0	0	0	0	0	0	0	1	0	геноцидти	1	VERB
21837	0	0	1	0	0	0	0	0	0	0	1	0	х@я	1	NOUN
21838	0	0	1	0	0	0	0	1	0	1	46	43	вошёвать	3	VERB
21839	0	0	1	0	0	0	0	0	0	0	2	1	вздыхавать	1	VERB
21840	0	0	1	0	0	0	0	0	0	0	268	267	ключ	1	NOUN
21841	0	0	1	0	0	0	0	0	0	0	4	3	долгия	1	PROPN
21842	0	0	1	0	0	0	0	0	0	0	14	13	квартирник	1	NOUN
21843	0	0	3	0	0	0	0	0	0	0	5	2	сросться	3	VERB
21844	1	0	0	0	0	0	0	0	0	0	1	0	проконсультируть	1	VERB
21845	0	0	1	0	0	0	0	0	0	0	1	0	будет-так	1	PART
21846	0	0	1	0	0	0	0	0	0	0	140	139	1937	1	NUM
21847	0	0	0	0	0	0	0	0	0	1	1	0	сделаевать	1	VERB
21848	1	0	0	0	0	0	0	0	0	0	20	19	хуе	1	NOUN
21849	0	0	1	0	0	0	0	0	0	1	1	-1	перевербуть	2	VERB
21850	0	0	2	0	0	0	0	1	0	0	10	7	гуманно	3	ADV
21851	0	0	1	0	0	0	0	0	0	0	3	2	разбрасать	1	VERB
21852	0	0	2	0	0	0	0	0	0	0	32	30	зоозащитник	2	NOUN
21853	0	0	0	0	0	0	0	1	0	0	1	0	коммунизмИметь	1	VERB
21854	0	0	0	0	0	0	0	0	0	1	3	2	прозрать	1	VERB
21855	0	0	1	0	0	0	0	0	0	0	19	18	изз	1	NOUN
21856	0	0	1	0	0	0	0	0	0	0	1	0	отвертяться	1	VERB
21857	0	0	1	0	0	0	0	0	0	0	3	2	стрёмно	1	ADV
21858	0	0	0	0	0	0	0	2	0	0	2	0	мурыжить	2	VERB
21859	0	0	2	0	0	0	0	0	0	0	2	0	вещдокий	2	ADJ
21860	0	0	1	0	0	0	0	1	0	0	6	4	,идить	2	VERB
21861	0	0	0	0	0	0	0	1	0	0	2	1	наскребать	1	VERB
21862	0	0	2	0	0	0	0	0	0	0	60	58	им.	2	NOUN
21863	0	0	1	0	0	0	0	0	0	1	2	0	пришьёвать	2	VERB
21864	0	0	0	0	0	0	0	0	0	1	4	3	овнешна	1	PRON
21865	1	0	0	0	0	0	0	0	0	0	3	2	откланиваться	1	VERB
21866	0	0	0	0	0	0	0	1	0	0	8	7	отснимать	1	VERB
21867	2	0	0	0	0	0	0	0	0	0	15	13	начнёться	2	VERB
21868	0	0	0	0	0	0	0	1	0	0	26	25	,про	1	ADV
21869	0	0	0	0	0	0	0	1	0	0	1	0	сооруженияотреть	1	VERB
21870	0	0	0	0	0	0	0	1	0	0	1	0	Тяжевать	1	VERB
21871	0	0	1	0	0	0	0	0	0	0	381	380	экологический	1	ADJ
21872	0	0	1	0	0	0	0	0	0	0	15	14	перемешиваться	1	VERB
21873	0	0	2	0	0	0	0	0	0	0	3	1	исправлявать	2	VERB
21874	0	0	1	0	0	0	0	0	0	0	34	33	пафосный	1	ADJ
21875	0	0	0	0	0	0	0	0	0	1	9	8	убыть	1	VERB
21876	3	0	0	0	0	0	0	0	0	0	3	0	обездвиживать	3	VERB
21877	0	1	0	0	0	0	0	0	0	0	7	6	Лать	1	VERB
21878	0	0	2	0	0	0	0	0	0	0	1	-1	лазлять	2	VERB
21879	0	0	1	0	0	0	0	0	0	0	1	0	сопоставимо	1	ADV
21880	0	0	7	0	0	0	0	0	0	0	2542	2535	наука	7	NOUN
21881	0	0	0	0	1	0	0	0	0	0	1	0	комменть	1	VERB
21882	0	0	2	0	2	0	0	1	0	0	49	44	впаривать	5	VERB
21883	0	0	1	0	0	0	0	0	0	0	1	0	поримать	1	VERB
21884	0	0	0	0	0	0	0	1	0	0	1	0	напиздить	1	VERB
21885	1	0	6	0	0	0	0	0	0	0	27	20	валять	7	VERB
21886	0	0	3	0	0	0	0	0	0	0	30	27	глина	3	NOUN
21887	0	0	2	0	0	0	0	0	0	0	18	16	долгой	2	ADJ
21888	0	1	0	0	0	0	0	0	0	0	1	0	номинировывать	1	VERB
21889	0	0	1	0	0	0	0	0	0	0	1	0	тверд	1	NOUN
21890	0	0	0	0	0	0	0	1	0	0	1	0	скидыватть	1	VERB
21891	0	0	0	0	0	0	0	1	0	0	1	0	поввыздыхать	1	VERB
21892	0	0	0	0	0	0	0	1	0	0	1	0	почитивать	1	VERB
21893	0	0	0	0	0	0	0	0	0	1	1	0	думаеть	1	VERB
21894	0	0	2	0	0	0	0	0	0	0	110	108	НОДовец	2	NOUN
21895	0	0	0	0	0	0	0	0	0	1	2	1	объявляваться	1	VERB
21896	0	0	1	0	0	0	0	0	0	0	1	0	протолкнутьсяент	1	NOUN
21897	0	0	1	0	0	0	0	0	0	0	5	4	голодуха	1	NOUN
21898	0	0	1	0	0	0	0	0	0	0	6	5	отписки	1	PROPN
21899	0	0	0	0	0	0	0	3	2	0	122	117	задолго	5	ADV
21900	0	0	1	0	0	0	0	0	0	0	8	7	рандомный	1	ADJ
21901	0	1	0	0	0	0	0	0	0	0	4	3	тушать	1	VERB
21902	0	2	1	0	0	0	0	1	0	0	84	80	здорово	4	ADV
21903	0	0	1	0	0	0	0	0	0	0	31	30	сырьевый	1	ADJ
21904	0	0	2	0	0	0	0	0	0	0	336	334	агитационный	2	ADJ
21905	0	0	0	0	0	0	0	1	0	0	3	2	отскакивать	1	VERB
21906	0	0	1	0	0	0	0	0	0	0	1	0	отвлекашки	1	NOUN
21907	0	0	1	0	0	0	0	0	0	0	1	0	ходил.о	1	NOUN
21908	0	0	2	0	0	0	0	0	0	0	144	142	Урлашов	2	PROPN
21909	0	0	1	0	0	0	0	0	0	0	1	0	светитей	1	DET
21910	0	0	1	0	0	0	0	0	0	0	14	13	лютовать	1	VERB
21911	0	0	0	0	0	0	0	1	0	0	3	2	макнуть	1	VERB
21912	0	0	1	0	0	0	0	0	0	0	4	3	Отнимать	1	VERB
21913	0	0	2	0	0	0	0	0	0	0	4	2	набиирать	2	VERB
21914	1	0	0	0	0	0	0	0	0	0	2	1	чистки	1	NOUN
21915	0	0	0	0	0	0	0	1	0	0	1	0	угасгивать	1	VERB
21916	0	0	1	0	0	0	0	0	0	0	1	0	слушалиполный	1	ADJ
21917	0	0	1	0	0	0	0	0	0	0	1	0	наебешь-не	1	ADV
21918	0	0	1	0	0	0	0	0	0	0	13	12	трачать	1	VERB
21919	0	1	1	0	0	0	0	0	0	0	1	-1	пролетелотец	2	NOUN
21920	0	0	2	0	0	0	0	0	0	0	3	1	волнуето	2	PRON
21921	0	0	2	0	0	0	0	0	0	0	2	0	ддадиться	2	VERB
21922	0	0	0	0	0	0	0	1	0	0	2	1	времять	1	VERB
21923	0	0	1	0	0	0	0	0	0	0	2	1	суверный	1	ADJ
21924	0	1	0	0	0	0	0	1	0	0	43	41	Быть	2	VERB
21925	0	0	0	0	0	0	0	1	0	0	1	0	Стебуться	1	VERB
21926	0	0	1	0	0	0	0	0	0	0	32	31	Прав	1	PROPN
21927	0	0	0	0	0	0	0	1	0	1	2	0	расчерщать	2	VERB
21928	0	1	0	0	0	0	0	0	0	0	8	7	найдуться	1	VERB
21929	1	0	0	0	0	0	0	0	0	0	4	3	Житать	1	VERB
21930	0	0	1	0	0	0	0	0	0	0	7	6	Права	1	NOUN
21931	0	0	1	0	0	0	0	0	0	0	170	169	гда	1	PROPN
21932	0	3	3	0	0	0	0	0	2	0	88	80	утвердить	8	VERB
21933	1	0	0	0	0	0	0	1	0	2	17	13	ться	4	VERB
21934	1	0	0	0	0	0	0	0	0	0	5	4	назначенье	1	NOUN
21935	0	0	1	0	0	0	1	0	0	0	579	577	сибирь	2	PROPN
21936	0	0	1	0	0	0	0	0	0	0	1	0	чувствой	1	ADJ
21937	0	0	1	0	0	0	0	1	0	0	7	5	склонить	2	VERB
21938	0	0	1	0	0	0	0	0	0	0	4	3	имеемечание	1	NOUN
21939	0	0	1	0	0	0	0	0	0	0	22	21	государственной	1	ADJ
21940	0	0	1	0	0	0	0	0	0	0	19	18	китайской	1	ADJ
21941	0	0	5	0	0	0	0	0	0	0	21	16	пьвать	5	VERB
21942	0	0	1	0	0	0	0	0	0	0	2	1	вытут-то	1	ADV
21943	0	0	0	0	0	0	0	1	0	0	1	0	верит.зря	1	ADV
21944	2	0	2	0	0	0	0	0	0	0	3	-1	возмущаеться	4	VERB
21945	0	0	2	0	0	0	0	0	0	3	13	8	упирать	5	VERB
21946	0	0	1	0	0	0	0	0	0	0	6	5	406	1	NUM
21947	0	0	1	0	0	0	0	0	0	0	19	18	рассеиваться	1	VERB
21948	0	0	0	0	0	0	0	2	0	6	31	23	кончавать	8	VERB
21949	0	0	0	0	0	0	0	2	0	0	8	6	вырезывать	2	VERB
21950	0	0	0	0	1	0	0	1	0	0	3	1	3,14здеть	2	VERB
21951	0	0	0	0	0	0	0	1	0	0	3	2	сдохнть	1	VERB
21952	0	0	0	0	0	0	0	1	0	0	1	0	навещавать	1	VERB
21953	0	0	1	0	0	0	0	1	0	0	11	9	мерзнуть	2	VERB
21954	0	0	1	0	0	0	0	0	0	0	2	1	15.12	1	NUM
21955	0	0	0	0	1	0	0	0	0	0	8	7	Уточнять	1	VERB
21956	0	0	1	0	0	0	0	0	0	0	1	0	.Здравоохранение	1	NOUN
21957	0	0	0	0	0	0	0	1	0	0	1	0	попристраивать	1	VERB
21958	1	0	0	0	0	0	0	0	0	0	1	0	Носильщиком	1	PROPN
21959	0	0	1	0	0	0	0	0	0	0	4	3	очистеть	1	VERB
21960	0	0	1	0	0	0	0	0	0	0	92	91	закономерность	1	NOUN
21961	3	0	0	0	0	0	0	0	0	0	10175	10172	под	3	ADP
21962	0	0	1	0	0	0	0	0	0	0	1	0	капгосударство	1	NOUN
21963	1	0	7	0	0	0	0	0	0	0	125	117	компетенция	8	NOUN
21964	0	0	3	0	0	0	0	0	0	0	17	14	подмахивать	3	VERB
21965	0	0	1	0	0	0	0	0	0	0	3	2	е**ть	1	VERB
21966	0	0	8	0	0	0	0	0	0	0	191	183	тренд	8	NOUN
21967	0	0	1	0	0	0	0	0	0	0	1	0	починяться	1	VERB
21968	0	0	1	0	0	0	0	0	0	0	1	0	подсуднать	1	VERB
21969	0	0	3	0	0	0	0	0	0	4	11	4	потревожить	7	VERB
21970	0	0	0	0	0	0	0	1	0	0	1	0	убавляться	1	VERB
21971	0	0	0	0	0	0	0	3	0	0	55	52	вдобавок	3	ADV
21972	0	1	1	0	0	0	0	1	0	0	33	30	,надо	3	ADV
21973	0	0	0	0	0	0	0	1	0	0	1	0	е.ать	1	VERB
21974	1	0	1	0	0	0	0	0	0	0	54	52	ивать	2	VERB
21975	0	0	0	0	0	0	0	3	0	0	43	40	куда-нибудь	3	ADV
21976	0	0	1	0	0	0	0	0	0	0	131	130	злоупотребление	1	NOUN
21977	0	0	1	0	0	0	0	0	0	0	8	7	смысвать	1	VERB
21978	0	0	1	0	0	0	0	0	0	0	1	0	за,что	1	PART
21979	0	0	1	0	0	0	0	0	0	0	4	3	рисованый	1	ADJ
21980	0	0	1	0	0	0	0	0	0	0	58	57	одаренный	1	ADJ
21981	0	1	1	0	0	0	0	2	0	0	39	35	кончить	4	VERB
21982	0	0	1	0	0	0	0	0	0	0	50	49	Медведь	1	PROPN
21983	1	0	0	0	0	0	0	0	0	0	3	2	серьезний	1	ADJ
21984	0	0	0	0	0	0	0	6	0	3	67	58	подрабатывать	9	VERB
21985	1	1	0	0	0	0	0	0	0	0	1	-1	посовкщаться	2	VERB
21986	0	1	0	0	0	0	0	1	0	0	8	6	перекиать	2	VERB
21987	0	1	0	0	0	0	0	0	0	0	1	0	единомышление	1	NOUN
21988	0	0	0	0	0	0	0	1	0	1	9	7	отпевать	2	VERB
21989	0	0	1	0	0	0	0	0	0	0	1	0	визко	1	ADV
21990	0	0	1	0	0	0	0	0	0	0	14	13	Баран	1	NOUN
21991	0	0	3	0	0	0	0	0	0	0	5	2	возбуждённый	3	ADJ
21992	0	0	1	0	0	0	0	0	0	0	1	0	секретаница	1	NOUN
21993	0	0	0	0	0	0	0	2	2	0	43	39	приказать	4	VERB
21994	0	0	2	0	0	0	0	0	0	0	2	0	АГИТИРУЮ.	2	NOUN
21995	0	0	1	0	0	0	0	0	0	0	94	93	нищенский	1	ADJ
21996	0	0	0	0	0	0	0	1	0	0	3	2	причмокивать	1	VERB
21997	0	0	1	0	0	0	0	0	0	0	1	0	--сать	1	VERB
21998	0	0	1	0	0	0	0	0	0	0	1	0	минуемый	1	ADJ
21999	0	1	0	0	0	0	0	0	0	0	1	0	расплясаваться	1	VERB
22000	0	0	1	0	0	0	0	0	0	0	25	24	калечить	1	VERB
22001	0	0	1	0	0	0	0	0	0	0	100	99	алкоголик	1	NOUN
22002	0	0	0	0	0	0	0	1	2	0	9	6	оканчиваться	3	VERB
22003	1	0	0	0	0	0	0	0	0	1	41	39	негодовать	2	VERB
22004	0	0	2	0	0	0	0	0	0	0	3	1	покажти	2	VERB
22005	0	1	2	0	0	0	0	0	0	0	276	273	Порошенко	3	PROPN
22006	0	0	0	0	0	0	0	2	0	0	17	15	ускоривать	2	VERB
22007	0	0	2	0	0	0	0	0	0	0	9	7	содержанка	2	NOUN
22008	0	1	1	0	0	0	0	0	0	0	1	-1	монолитно-патриотический	2	ADJ
22009	0	1	6	0	0	0	0	0	0	0	141	134	лояльный	7	ADJ
22010	0	0	1	0	0	0	0	0	0	0	1	0	Услышить	1	VERB
22011	0	0	0	0	0	0	0	0	0	1	1	0	комментариить	1	VERB
22012	0	0	0	0	0	0	0	0	0	1	1	0	вашемуИть	1	VERB
22013	0	0	1	0	0	0	0	0	0	0	45	44	сторонний	1	ADJ
22014	0	0	1	0	0	0	0	0	0	0	18	17	гном	1	NOUN
22015	0	0	1	0	0	0	0	0	0	0	17	16	эльф	1	NOUN
22016	1	0	0	0	0	0	0	0	0	0	14	13	сашивать	1	VERB
22017	0	0	2	0	0	0	0	0	0	0	10	8	скапливаться	2	VERB
22018	0	0	2	0	0	0	0	0	0	0	3	1	мужска	2	NOUN
22019	1	0	0	0	0	0	0	0	0	0	1	0	сброслять	1	VERB
22020	0	0	1	0	0	0	0	0	0	0	6	5	кудринский	1	ADJ
22021	0	0	1	0	0	0	0	0	0	0	5	4	остов	1	NOUN
22022	0	0	0	0	0	0	0	3	0	0	10	7	наебать	3	VERB
22023	0	0	1	0	0	0	0	0	0	0	4	3	зажиреть	1	VERB
22024	0	0	1	0	0	0	0	0	0	0	2	1	понакупать	1	VERB
22025	0	0	1	0	0	0	0	0	0	0	15	14	скупять	1	VERB
22026	0	0	1	0	0	0	0	2	0	0	75	72	Здесь	3	ADV
22027	0	0	1	0	0	0	0	0	0	0	14	13	пиндосия	1	NOUN
22028	0	0	1	0	0	0	0	0	0	0	1	0	вытяинать	1	VERB
22029	1	0	0	0	0	0	0	0	0	0	1	0	унесёт	1	NOUN
22030	0	0	1	0	1	0	0	2	0	1	40	35	предрекать	5	VERB
